,district,state,district_census_code,state_census_code,total,rural,urban
529,Adilabad,Telangana,532,28,12.9,13.1,
542,East Godavari,Andhra Pradesh,545,28,12.8,10.6,
218,Vaishali,Bihar,220,10,12.7,12.6,
297,Jaintia Hills,Meghalaya,299,17,12.7,14.4,
371,Debagarh,Odisha,373,21,12.7,13.0,
396,Koraput,Odisha,398,21,12.6,13.3,
246,Papumpare,Arunachal Pradesh,248,12,12.5,13.9,11.6
450,Narsimhapur,Madhya Pradesh,452,23,12.5,14.3,
310,Jorhat,Assam,312,18,12.5,10.3,
87,Palwal,Haryana,89,6,12.5,14.1,
225,Lakhisarai,Bihar,227,10,12.4,10.8,
495,Dhule,Maharashtra,498,27,12.4,14.6,
298,Kokrajhar,Assam,300,18,12.4,13.3,
209,Purnia,Bihar,211,10,12.3,12.7,
553,Bagalkot,Karnataka,556,29,12.3,15.7,5.5
561,Haveri,Karnataka,564,29,12.3,14.5,
123,Banswara,Rajasthan,125,8,12.1,12.5,
294,West Khasi Hills,Meghalaya,296,17,12.1,12.1,
205,Madhubani,Bihar,207,10,12.0,12.3,
580,Bangalore Rural,Karnataka,583,29,12.0,13.9,
619,Madurai,Tamil Nadu,623,33,12.0,-10.3,12.8
212,Saharsa,Bihar,214,10,11.8,12.6,
375,Baleshwar,Odisha,377,21,11.8,13.6,
508,Nanded,Maharashtra,511,27,11.8,13.7,
547,Sri Potti Sriramulu Nellore,Andhra Pradesh,550,28,11.8,9.7,
461,Singrauli,Madhya Pradesh,463,23,11.7,12.1,
539,Srikakulam,Andhra Pradesh,542,28,11.7,14.0,
213,Darbhanga,Bihar,215,10,11.5,11.5,
356,Palamu,Jharkhand,358,20,11.5,12.9,
630,Yanam,Puducherry,634,34,11.3,,11.3
207,Araria,Bihar,209,10,11.2,12.2,
316,Hailakandi,Assam,318,18,11.2,11.7,
510,Parbhani,Maharashtra,513,27,11.2,11.5,10.6
204,Sitamarhi,Bihar,206,10,11.1,11.7,
486,Bharuch,Gujarat,488,24,11.1,14.8,3.8
425,Sagar,Madhya Pradesh,427,23,11.1,12.2,
322,Baksa,Assam,324,18,11.1,11.3,
522,Osmanabad,Maharashtra,525,27,11.0,12.7,
394,Rayagada,Odisha,396,21,10.9,11.3,
295,Ribhoi,Meghalaya,297,17,10.9,11.7,
324,Udalguri,Assam,326,18,10.8,10.6,
485,Narmada,Gujarat,487,24,10.8,11.7,
235,Nawada,Bihar,237,10,10.8,11.0,
83,Rewari,Haryana,85,6,10.8,12.7,
105,Karauli,Rajasthan,107,8,10.8,12.6,
247,Upper Subansiri,Arunachal Pradesh,249,12,10.7,7.7,
276,Imphal East,Manipur,278,14,10.7,11.2,10.2
223,Banka,Bihar,225,10,10.6,10.4,
308,Dibrugarh,Assam,310,18,10.6,10.5,
554,Bijapur,Karnataka,557,29,10.6,13.0,
548,Y.S.R. Cuddapah,Andhra Pradesh,551,28,10.4,-15.9,2.9
217,Saran,Bihar,219,10,10.4,9.9,
451,Dindori,Madhya Pradesh,453,23,10.3,10.1,
434,Shajapur,Madhya Pradesh,436,23,10.2,11.7,
232,Rohtas,Bihar,234,10,10.2,11.1,
481,Kheda,Gujarat,483,24,10.2,12.0,
80,Rohtak,Haryana,82,6,10.2,10.3,10.2
359,Ramgarh,Jharkhand,361,20,10.1,12.0,7.2
314,Cachar,Assam,316,18,10.1,10.9,
284,Lunglei,Mizoram,286,15,10.1,11.8,8.1
494,Nandurbar,Maharashtra,497,27,10.1,9.4,
325,Darjiling,West Bengal,327,19,10.1,9.2,11.6
386,Ganjam,Odisha,388,21,10.0,10.6,
364,Gumla,Jharkhand,366,20,10.0,10.3,
382,Anugul,Odisha,384,21,9.9,11.8,
436,Dhar,Madhya Pradesh,438,23,9.9,11.4,
178,Bahraich,Uttar Pradesh,180,9,9.9,10.7,
515,Mumbai Suburban,Maharashtra,518,27,9.9,,9.9
457,Ashoknagar,Madhya Pradesh,459,23,9.9,10.7,
468,Patan,Gujarat,470,24,9.8,10.4,
326,Jalpaiguri,West Bengal,328,19,9.7,7.0,
238,Arwal,Bihar,240,10,9.7,9.8,
456,Guna,Madhya Pradesh,458,23,9.7,11.3,
102,Alwar,Rajasthan,104,8,9.7,9.6,
557,Koppal,Karnataka,560,29,9.7,8.7,
354,Lohardaga,Jharkhand,356,20,9.6,9.5,
395,Nabarangapur,Odisha,397,21,9.6,10.0,
106,Sawai Madhopur,Rajasthan,108,8,9.6,9.7,
482,Panchmahal,Gujarat,484,24,9.6,10.5,
527,Kolhapur,Maharashtra,530,27,9.5,12.5,-1.8
541,Visakhapatnam,Andhra Pradesh,544,28,9.5,10.5,8.8
319,Kamrup,Assam,321,18,9.5,9.7,
433,Ujjain,Madhya Pradesh,435,23,9.5,11.3,6.7
552,Belgaum,Karnataka,555,29,9.5,12.8,
620,Theni,Tamil Nadu,624,33,9.5,9.0,-9.9
399,Surguja,Chhattisgarh,401,22,9.5,10.6,
441,Vidisha,Madhya Pradesh,443,23,9.5,11.5,
435,Dewas,Madhya Pradesh,437,23,9.4,11.9,
270,Senapati,Manipur,272,14,9.4,9.3,
483,Dohad,Gujarat,485,24,9.4,10.1,
387,Gajapati,Odisha,389,21,9.4,9.3,
622,Ramanathapuram,Tamil Nadu,626,33,9.4,10.4,-6.7
254,Kurung Kumey,Arunachal Pradesh,256,12,9.2,8.5,
602,Tiruvannamalai,Tamil Nadu,606,33,9.2,10.1,
398,Korea,Chhattisgarh,400,22,9.2,9.9,7.8
199,Etah,Uttar Pradesh,201,9,9.2,10.1,
224,Munger,Bihar,226,10,9.1,9.4,
366,Pashchimi Singhbhum,Jharkhand,368,20,9.1,10.3,
388,Kandhamal,Odisha,390,21,9.1,9.0,
273,Bishnupur,Manipur,275,14,9.1,9.7,8.7
274,Thoubal,Manipur,276,14,9.1,9.2,9
484,Vadodara,Gujarat,486,24,9.1,10.8,7.1
313,Dima Hasao,Assam,315,18,9.1,12.9,
358,Hazaribagh,Jharkhand,360,20,9.0,9.4,
355,Purbi Singhbhum,Jharkhand,357,20,9.0,16.1,3.8
271,Tamenglong,Manipur,273,14,9.0,10.1,
147,Budaun,Uttar Pradesh,149,9,8.9,10.8,
544,Krishna,Andhra Pradesh,547,28,8.9,11.4,-4.6
253,Lower Subansiri,Arunachal Pradesh,255,12,8.9,7.3,
362,Ranchi,Jharkhand,364,20,8.9,9.4,8.4
269,Peren,Nagaland,271,13,8.9,11.8,
231,Kaimur,Bihar,233,10,8.8,9.3,
251,Changlang,Arunachal Pradesh,253,12,8.8,9.8,
452,Mandla,Madhya Pradesh,454,23,8.8,8.6,
143,Mathura,Uttar Pradesh,145,9,8.7,12.4,
564,Davanagere,Karnataka,567,29,8.7,11.8,2.6
104,Dhaulpur,Rajasthan,106,8,8.7,9.4,
112,Jaisalmer,Rajasthan,114,8,8.6,9.1,
577,Yadgir,Karnataka,580,29,8.6,11.4,
266,Longleng,Nagaland,268,13,8.6,10.0,
534,Rangareddy,Telangana,537,28,8.6,,6.3
421,Shivpuri,Madhya Pradesh,423,23,8.6,10.7,
228,Patna,Bihar,230,10,8.6,10.7,6.7
165,Lalitpur,Uttar Pradesh,167,9,8.6,10.1,
142,Mahamaya Nagar,Uttar Pradesh,144,9,8.6,9.5,
611,Perambalur,Tamil Nadu,615,33,8.5,10.3,
291,West Garo Hills,Meghalaya,293,17,8.5,9.0,
570,Mandya,Karnataka,573,29,8.5,9.1,
530,Nizamabad,Telangana,533,28,8.5,12.9,
575,Chamarajanagar,Karnataka,578,29,8.5,7.9,
357,Latehar,Jharkhand,359,20,8.5,8.7,
100,Churu,Rajasthan,102,8,8.4,7.8,
432,Ratlam,Madhya Pradesh,434,23,8.3,11.8,
563,Chitradurga,Karnataka,566,29,8.3,10.8,
513,Nashik,Maharashtra,516,27,8.3,11.1,5.4
497,Buldhana,Maharashtra,500,27,8.3,8.4,
581,Ramanagara,Karnataka,584,29,8.3,7.1,
248,West Siang,Arunachal Pradesh,250,12,8.2,10.1,
111,Jodhpur,Rajasthan,113,8,8.2,9.7,3.6
169,Chitrakoot,Uttar Pradesh,171,9,8.2,8.5,
429,Umaria,Madhya Pradesh,431,23,8.2,8.4,
423,Chhatarpur,Madhya Pradesh,425,23,8.2,8.9,
222,Bhagalpur,Bihar,224,10,8.2,8.7,
488,Navsari,Gujarat,490,24,8.2,10.2,-2.2
389,Baudh,Odisha,391,21,8.2,8.3,
321,Nalbari,Assam,323,18,8.2,8.4,
612,Ariyalur,Tamil Nadu,616,33,8.1,6.9,
292,East Garo Hills,Meghalaya,294,17,8.1,8.4,
384,Khordha,Odisha,386,21,8.1,6.1,9.7
453,Chhindwara,Madhya Pradesh,455,23,8.1,7.6,
103,Bharatpur,Rajasthan,105,8,8.1,9.3,
25,Kullu,Himachal Pradesh,26,2,8.0,8.5,
415,Bijapur,Chhattisgarh,417,22,8.0,8.4,
263,Dimapur,Nagaland,265,13,8.0,11.0,5.3
282,Champhai,Mizoram,284,15,8.0,9.8,5.9
459,Anuppur,Madhya Pradesh,461,23,8.0,9.5,
307,Tinsukia,Assam,309,18,8.0,7.8,
543,West Godavari,Andhra Pradesh,546,28,7.9,8.2,
426,Damoh,Madhya Pradesh,428,23,7.8,9.5,
420,Datia,Madhya Pradesh,422,23,7.8,9.7,
107,Dausa,Rajasthan,109,8,7.8,8.5,
613,Cuddalore,Tamil Nadu,617,33,7.8,9.3,4.2
320,Kamrup Metropolitan,Assam,322,18,7.6,,7.9
555,Bidar,Karnataka,558,29,7.6,7.9,
559,Dharwad,Karnataka,562,29,7.6,9.9,5.8
565,Shimoga,Karnataka,568,29,7.6,8.4,6.1
17,Kishtwar,Jammu & Kashmir,18,1,7.6,8.0,
315,Karimganj,Assam,317,18,7.6,7.0,
24,Lahul and Spiti,Himachal Pradesh,25,2,7.5,7.5,
532,Medak,Telangana,535,28,7.5,10.4,
280,Kolasib,Mizoram,282,15,7.5,10.4,6.7
404,Bilaspur,Chhattisgarh,406,22,7.5,7.7,
499,Washim,Maharashtra,502,27,7.5,6.7,
567,Chikmagalur,Karnataka,570,29,7.4,8.8,
627,Krishnagiri,Tamil Nadu,631,33,7.4,8.9,
113,Barmer,Rajasthan,115,8,7.4,7.7,
491,Tapi,Gujarat,493,24,7.4,8.0,
259,Mon,Nagaland,261,13,7.4,9.4,
309,Sivasagar,Assam,311,18,7.3,7.5,
152,Sitapur,Uttar Pradesh,154,9,7.3,8.0,
458,Shahdol,Madhya Pradesh,460,23,7.3,9.8,
444,Raisen,Madhya Pradesh,446,23,7.3,7.8,
381,Dhenkanal,Odisha,383,21,7.3,7.7,
15,Doda,Jammu & Kashmir,16,1,7.3,6.7,
229,Bhojpur,Bihar,231,10,7.2,7.9,
233,Aurangabad,Bihar,235,10,7.2,7.2,
424,Panna,Madhya Pradesh,426,23,7.2,7.7,
603,Viluppuram,Tamil Nadu,607,33,7.2,8.1,
579,Chikkaballapura,Karnataka,582,29,7.2,9.5,
339,Haora,West Bengal,341,19,7.2,9.2,5.8
200,Kanshiram Nagar,Uttar Pradesh,202,9,7.1,8.6,
304,Sonitpur,Assam,306,18,7.0,7.6,
179,Shrawasti,Uttar Pradesh,181,9,7.0,7.5,
438,Khargone (West Nimar),Madhya Pradesh,440,23,7.0,7.0,
507,Yavatmal,Maharashtra,510,27,7.0,7.3,
