,district,state,district_census_code,state_census_code,total,rural,urban
81,Jhajjar,Haryana,83,6,23.5,25.3,
490,Surat,Gujarat,492,24,23.5,,24.0
434,Shajapur,Madhya Pradesh,436,23,23.5,22.0,
165,Lalitpur,Uttar Pradesh,167,9,23.3,26.9,
570,Mandya,Karnataka,573,29,23.3,22.0,
414,Dakshin Bastar Dantewada,Chhattisgarh,416,22,23.3,21.6,
169,Chitrakoot,Uttar Pradesh,171,9,23.2,22.1,
385,Puri,Odisha,387,21,23.2,22.4,
562,Bellary,Karnataka,565,29,23.1,17.8,30.4
561,Haveri,Karnataka,564,29,23.0,24.7,
549,Kurnool,Andhra Pradesh,552,28,23.0,21.9,
226,Sheikhpura,Bihar,228,10,23.0,26.7,
258,Anjaw,Arunachal Pradesh,260,12,23.0,22.9,
403,Janjgir Champa,Chhattisgarh,405,22,22.8,22.7,
322,Baksa,Assam,324,18,22.8,23.3,
397,Malkangiri,Odisha,399,21,22.7,22.8,
512,Aurangabad,Maharashtra,515,27,22.7,21.4,23.6
510,Parbhani,Maharashtra,513,27,22.7,22.7,22.8
359,Ramgarh,Jharkhand,361,20,22.7,25.3,19.4
585,Kannur,Kerala,589,32,22.6,23.7,22.0
237,Jehanabad,Bihar,239,10,22.6,25.3,
296,East Khasi Hills,Meghalaya,298,17,22.6,32.7,12.7
418,Bhind,Madhya Pradesh,420,23,22.5,14.4,
48,Amritsar,Punjab,49,3,22.5,24.1,20.9
33,Kinnaur,Himachal Pradesh,34,2,22.4,22.4,
239,North District,Sikkim,241,11,22.4,22.9,
118,Tonk,Rajasthan,120,8,22.3,20.0,
185,Maharajganj,Uttar Pradesh,187,9,22.3,22.0,
45,Bathinda,Punjab,46,3,22.3,23.1,21.2
151,Kheri,Uttar Pradesh,153,9,22.3,17.7,
399,Surguja,Chhattisgarh,401,22,22.2,20.5,
428,Rewa,Madhya Pradesh,430,23,22.2,22.1,
604,Salem,Tamil Nadu,608,33,22.1,23.1,21.0
595,Pathanamthitta,Kerala,599,32,22.0,22.8,
623,Thoothukkudi,Tamil Nadu,627,33,22.0,22.3,21.6
38,Sahid Bhagat Singh Nagar,Punjab,39,3,22.0,24.0,13.2
110,Nagaur,Rajasthan,112,8,21.8,22.8,
209,Purnia,Bihar,211,10,21.7,22.0,
373,Kendujhar,Odisha,375,21,21.7,21.5,
508,Nanded,Maharashtra,511,27,21.7,25.0,
101,Jhunjhunun,Rajasthan,103,8,21.7,21.4,
316,Hailakandi,Assam,318,18,21.7,21.6,
252,Tirap,Arunachal Pradesh,254,12,21.6,19.6,
455,Balaghat,Madhya Pradesh,457,23,21.5,21.0,
408,Raipur,Chhattisgarh,410,22,21.4,22.1,20.3
437,Indore,Madhya Pradesh,439,23,21.4,,23.6
587,Kozhikode,Kerala,591,32,21.4,18.6,23.5
504,Gondiya,Maharashtra,507,27,21.3,22.8,
462,Jhabua,Madhya Pradesh,464,23,21.3,22.1,
84,Gurgaon,Haryana,86,6,21.3,16.4,23.8
309,Sivasagar,Assam,311,18,21.2,21.6,
349,Godda,Jharkhand,351,20,21.2,21.0,
400,Jashpur,Chhattisgarh,402,22,21.2,21.0,
522,Osmanabad,Maharashtra,525,27,21.2,17.0,
485,Narmada,Gujarat,487,24,21.1,20.8,
120,Bhilwara,Rajasthan,122,8,21.0,23.0,
494,Nandurbar,Maharashtra,497,27,21.0,21.7,
79,Bhiwani,Haryana,81,6,21.0,21.4,
20,Jammu,Jammu & Kashmir,21,1,21.0,20.8,21.3
324,Udalguri,Assam,326,18,20.9,20.3,
236,Jamui,Bihar,238,10,20.9,20.8,
493,Daman,Daman & Diu,495,25,20.8,,22.4
283,Serchhip,Mizoram,285,15,20.8,20.4,20.9
54,Uttarkashi,Uttarakhand,56,5,20.8,20.6,
327,Koch Bihar,West Bengal,329,19,20.6,20.8,
470,Sabarkantha,Gujarat,472,24,20.6,18.1,
542,East Godavari,Andhra Pradesh,545,28,20.6,22.0,
586,Wayanad,Kerala,590,32,20.5,20.2,
166,Hamirpur,Uttar Pradesh,168,9,20.4,19.1,
601,Vellore,Tamil Nadu,605,33,20.4,22.4,18.6
303,Nagaon,Assam,305,18,20.4,17.5,
56,Rudraprayag,Uttarakhand,58,5,20.4,20.8,
295,Ribhoi,Meghalaya,297,17,20.3,20.4,
55,Chamoli,Uttarakhand,57,5,20.3,20.1,
499,Washim,Maharashtra,502,27,20.3,22.1,
581,Ramanagara,Karnataka,584,29,20.2,18.9,
100,Churu,Rajasthan,102,8,20.1,21.0,
384,Khordha,Odisha,386,21,20.1,21.2,19.2
242,East District,Sikkim,244,11,20.0,25.3,15.6
207,Araria,Bihar,209,10,20.0,20.4,
257,Lohit,Arunachal Pradesh,259,12,20.0,20.0,
41,Moga,Punjab,42,3,20.0,19.2,
284,Lunglei,Mizoram,286,15,19.8,22.1,16.8
224,Munger,Bihar,226,10,19.8,15.5,
498,Akola,Maharashtra,501,27,19.8,23.0,15.3
6,Kathua,Jammu & Kashmir,7,1,19.8,21.6,
497,Buldhana,Maharashtra,500,27,19.8,16.7,
590,Thrissur,Kerala,594,32,19.8,14.3,22.9
379,Cuttack,Odisha,381,21,19.7,18.8,
338,Puruliya,West Bengal,340,19,19.7,18.5,
554,Bijapur,Karnataka,557,29,19.6,19.6,
57,Tehri Garhwal,Uttarakhand,59,5,19.5,19.6,
306,Dhemaji,Assam,308,18,19.5,20.7,
198,Sonbhadra,Uttar Pradesh,200,9,19.5,18.9,
292,East Garo Hills,Meghalaya,294,17,19.5,20.2,
365,Simdega,Jharkhand,367,20,19.4,19.1,
150,Shahjahanpur,Uttar Pradesh,152,9,19.4,19.1,
500,Amravati,Maharashtra,503,27,19.4,22.5,15.3
439,Barwani,Madhya Pradesh,441,23,19.3,17.9,
547,Sri Potti Sriramulu Nellore,Andhra Pradesh,550,28,19.3,22.5,
108,Jaipur,Rajasthan,110,8,19.3,19.4,19.1
105,Karauli,Rajasthan,107,8,19.2,20.0,
594,Alappuzha,Kerala,598,32,19.2,15.9,22.1
461,Singrauli,Madhya Pradesh,463,23,19.2,20.4,
475,Jamnagar,Gujarat,477,24,19.1,25.1,12.7
578,Kolar,Karnataka,581,29,19.0,23.0,13.0
241,South District,Sikkim,243,11,19.0,18.0,
596,Kollam,Kerala,600,32,19.0,17.6,20.5
307,Tinsukia,Assam,309,18,19.0,20.6,
173,Allahabad,Uttar Pradesh,175,9,19.0,16.9,
521,Latur,Maharashtra,524,27,19.0,21.8,
556,Raichur,Karnataka,559,29,18.9,12.8,
454,Seoni,Madhya Pradesh,456,23,18.9,19.0,
465,Burhanpur,Madhya Pradesh,467,23,18.9,15.8,23.4
580,Bangalore Rural,Karnataka,583,29,18.8,17.4,
27,Hamirpur,Himachal Pradesh,28,2,18.8,18.3,
40,Ludhiana,Punjab,41,3,18.7,19.0,18.5
350,Sahibganj,Jharkhand,352,20,18.6,19.1,
235,Nawada,Bihar,237,10,18.5,20.2,
282,Champhai,Mizoram,284,15,18.4,23.0,12.9
86,Faridabad,Haryana,88,6,18.4,,18.8
240,West District,Sikkim,242,11,18.3,18.2,
106,Sawai Madhopur,Rajasthan,108,8,18.3,16.5,
519,Ahmednagar,Maharashtra,522,27,18.1,16.9,
377,Kendrapara,Odisha,379,21,18.1,18.6,
544,Krishna,Andhra Pradesh,547,28,18.1,22.1,12.5
251,Changlang,Arunachal Pradesh,253,12,18.1,18.7,
127,Jhalawar,Rajasthan,129,8,18.0,17.8,
310,Jorhat,Assam,312,18,18.0,20.0,
568,Tumkur,Karnataka,571,29,18.0,19.4,
97,Ganganagar,Rajasthan,99,8,17.9,17.9,
184,Sant Kabir Nagar,Uttar Pradesh,186,9,17.9,18.1,
546,Prakasam,Andhra Pradesh,549,28,17.9,20.0,
300,Goalpara,Assam,302,18,17.8,19.3,
429,Umaria,Madhya Pradesh,431,23,17.8,19.8,
212,Saharsa,Bihar,214,10,17.8,18.4,
380,Jajapur,Odisha,382,21,17.7,17.8,
492,Diu,Daman & Diu,494,25,17.7,34.3,0.9
474,Rajkot,Gujarat,476,24,17.7,15.4,19.0
291,West Garo Hills,Meghalaya,293,17,17.6,17.6,
123,Banswara,Rajasthan,125,8,17.6,18.5,
26,Mandi,Himachal Pradesh,27,2,17.5,16.3,
317,Bongaigaon,Assam,319,18,17.5,17.9,
553,Bagalkot,Karnataka,556,29,17.5,14.8,22.4
523,Solapur,Maharashtra,526,27,17.4,17.1,17.9
557,Koppal,Karnataka,560,29,17.4,17.0,
280,Kolasib,Mizoram,282,15,17.4,24.2,15.6
98,Hanumangarh,Rajasthan,100,8,17.3,15.8,
28,Una,Himachal Pradesh,29,2,17.3,16.8,
23,Kangra,Himachal Pradesh,24,2,17.2,17.3,
511,Jalna,Maharashtra,514,27,17.1,19.1,
58,Dehradun,Uttarakhand,60,5,17.0,17.9,16.6
249,East Siang,Arunachal Pradesh,251,12,17.0,19.3,
247,Upper Subansiri,Arunachal Pradesh,249,12,16.9,17.7,
24,Lahul and Spiti,Himachal Pradesh,25,2,16.9,16.9,
194,Chandauli,Uttar Pradesh,196,9,16.8,15.5,
405,Kabirdham,Chhattisgarh,407,22,16.8,16.6,
394,Rayagada,Odisha,396,21,16.8,15.1,
491,Tapi,Gujarat,493,24,16.8,16.9,
451,Dindori,Madhya Pradesh,453,23,16.7,17.8,
341,South Twenty Four Parganas,West Bengal,343,19,16.6,16.6,
279,Mamit,Mizoram,281,15,16.6,15.5,
204,Sitamarhi,Bihar,206,10,16.5,15.5,
337,Bankura,West Bengal,339,19,16.5,18.6,
59,Garhwal,Uttarakhand,61,5,16.4,15.2,
298,Kokrajhar,Assam,300,18,16.4,16.9,
445,Betul,Madhya Pradesh,447,23,16.4,18.1,
433,Ujjain,Madhya Pradesh,435,23,16.4,14.6,19.7
334,Nadia,West Bengal,336,19,16.3,16.8,
52,Sangrur,Punjab,53,3,16.2,14.0,
487,The Dangs,Gujarat,489,24,16.2,15.8,
453,Chhindwara,Madhya Pradesh,455,23,16.2,16.4,
302,Morigaon,Assam,304,18,16.2,14.4,
312,Karbi Anglong,Assam,314,18,16.2,17.5,
138,Ghaziabad,Uttar Pradesh,140,9,16.0,12.7,17.3
62,Almora,Uttarakhand,64,5,16.0,15.2,
119,Bundi,Rajasthan,121,8,15.9,12.5,
539,Srikakulam,Andhra Pradesh,542,28,15.7,16.2,
61,Bageshwar,Uttarakhand,63,5,15.7,16.2,
95,South West,NCT Delhi,97,7,15.7,,16.1
83,Rewari,Haryana,85,6,15.7,17.3,
152,Sitapur,Uttar Pradesh,154,9,15.7,16.4,
466,Kachchh,Gujarat,468,24,15.6,13.3,21.7
440,Rajgarh,Madhya Pradesh,442,23,15.6,15.3,
124,Chittaurgarh,Rajasthan,126,8,15.6,14.3,
354,Lohardaga,Jharkhand,356,20,15.6,16.4,
569,Bangalore,Karnataka,572,29,15.6,,13.7
574,Mysore,Karnataka,577,29,15.5,18.1,12.9
541,Visakhapatnam,Andhra Pradesh,544,28,15.5,14.9,16.1
342,Paschim Medinipur,West Bengal,344,19,15.5,15.5,
357,Latehar,Jharkhand,359,20,15.4,15.3,
115,Sirohi,Rajasthan,117,8,15.4,13.1,
129,Pratapgarh,Rajasthan,131,8,15.4,15.7,
502,Nagpur,Maharashtra,505,27,15.4,14.1,15.7
111,Jodhpur,Rajasthan,113,8,15.3,14.0,18.2
427,Satna,Madhya Pradesh,429,23,15.3,13.4,
538,Khammam,Telangana,541,28,15.3,12.4,
528,Sangli,Maharashtra,531,27,15.3,15.2,
458,Shahdol,Madhya Pradesh,460,23,15.2,16.9,
187,Kushinagar,Uttar Pradesh,189,9,15.2,15.2,
496,Jalgaon,Maharashtra,499,27,15.2,16.5,13.0
352,Dhanbad,Jharkhand,354,20,15.1,20.0,12.0
29,Bilaspur,Himachal Pradesh,30,2,15.1,15.1,
467,Banaskantha,Gujarat,469,24,15.1,13.8,
308,Dibrugarh,Assam,310,18,15.1,16.3,
593,Kottayam,Kerala,597,32,15.0,12.8,
518,Pune,Maharashtra,521,27,14.9,11.9,16.4
376,Bhadrak,Odisha,378,21,14.9,16.3,
326,Jalpaiguri,West Bengal,328,19,14.9,15.3,
286,Saiha,Mizoram,288,15,14.9,23.3,8.2
517,Raigarh,Maharashtra,520,27,14.8,20.4,9.8
483,Dohad,Gujarat,485,24,14.8,15.7,
197,Mirzapur,Uttar Pradesh,199,9,14.8,14.8,
426,Damoh,Madhya Pradesh,428,23,14.8,14.1,
591,Ernakulam,Kerala,595,32,14.8,8.8,18.3
423,Chhatarpur,Madhya Pradesh,425,23,14.8,13.7,
386,Ganjam,Odisha,388,21,14.7,12.6,
525,Ratnagiri,Maharashtra,528,27,14.7,15.2,
383,Nayagarh,Odisha,385,21,14.6,14.9,
232,Rohtas,Bihar,234,10,14.6,13.1,
319,Kamrup,Assam,321,18,14.6,13.7,
459,Anuppur,Madhya Pradesh,461,23,14.6,14.4,
575,Chamarajanagar,Karnataka,578,29,14.5,13.4,
155,Lucknow,Uttar Pradesh,157,9,14.5,11.4,16.0
103,Bharatpur,Rajasthan,105,8,14.4,14.7,
96,South,NCT Delhi,98,7,14.4,,14.4
109,Sikar,Rajasthan,111,8,14.4,13.3,
117,Ajmer,Rajasthan,119,8,14.4,15.6,12.6
588,Malappuram,Kerala,592,32,14.3,17.4,11.0
318,Chirang,Assam,320,18,14.3,13.4,
227,Nalanda,Bihar,229,10,14.3,13.5,
31,Sirmaur,Himachal Pradesh,32,2,14.3,15.3,
339,Haora,West Bengal,341,19,14.2,23.1,9.5
333,Barddhaman,West Bengal,335,19,14.2,20.8,8.2
432,Ratlam,Madhya Pradesh,434,23,14.2,10.8,
174,Bara Banki,Uttar Pradesh,176,9,14.1,12.9,
114,Jalor,Rajasthan,116,8,14.0,14.3,
225,Lakhisarai,Bihar,227,10,14.0,13.3,
589,Palakkad,Kerala,593,32,14.0,12.3,
572,Dakshina Kannada,Karnataka,575,29,13.9,16.8,10.7
133,Moradabad,Uttar Pradesh,135,9,13.9,13.7,14.2
448,Katni,Madhya Pradesh,450,23,13.8,14.5,
304,Sonitpur,Assam,306,18,13.8,14.9,
509,Hingoli,Maharashtra,512,27,13.8,13.6,
122,Dungarpur,Rajasthan,124,8,13.7,12.7,
332,Birbhum,West Bengal,334,19,13.7,12.4,
65,Udham Singh Nagar,Uttarakhand,67,5,13.7,16.3,9.3
558,Gadag,Karnataka,561,29,13.6,11.7,16.1
66,Hardwar,Uttarakhand,68,5,13.6,13.2,14.1
551,Chittoor,Andhra Pradesh,554,28,13.6,9.9,
193,Ghazipur,Uttar Pradesh,195,9,13.5,12.2,
513,Nashik,Maharashtra,516,27,13.4,13.3,13.4
460,Sidhi,Madhya Pradesh,462,23,13.4,11.9,
560,Uttara Kannada,Karnataka,563,29,13.3,15.5,
177,Sultanpur,Uttar Pradesh,179,9,13.3,12.4,
484,Vadodara,Gujarat,486,24,13.3,16.6,10.7
102,Alwar,Rajasthan,104,8,13.3,13.0,
25,Kullu,Himachal Pradesh,26,2,13.2,13.0,
32,Shimla,Himachal Pradesh,33,2,13.2,15.7,
527,Kolhapur,Maharashtra,530,27,13.1,14.0,11.1
171,Pratapgarh,Uttar Pradesh,173,9,13.0,12.6,
113,Barmer,Rajasthan,115,8,12.9,13.2,
141,Aligarh,Uttar Pradesh,143,9,12.9,13.4,12.2
323,Darrang,Assam,325,18,12.9,12.8,
30,Solan,Himachal Pradesh,31,2,12.9,12.6,
201,Pashchim Champaran,Bihar,203,10,12.8,12.7,
203,Sheohar,Bihar,205,10,12.8,12.7,
218,Vaishali,Bihar,220,10,12.8,14.6,
22,Chamba,Himachal Pradesh,23,2,12.8,13.8,
143,Mathura,Uttar Pradesh,145,9,12.8,13.4,
469,Mahesena,Gujarat,471,24,12.8,13.7,
571,Hassan,Karnataka,574,29,12.8,13.9,
401,Raigarh,Chhattisgarh,403,22,12.6,12.2,
87,Palwal,Haryana,89,6,12.5,11.8,
328,Uttar Dinajpur,West Bengal,330,19,12.5,12.6,
535,Mahbubnagar,Telangana,538,28,12.4,13.2,
565,Shimoga,Karnataka,568,29,12.4,13.2,11.1
325,Darjiling,West Bengal,327,19,12.3,13.6,10.2
188,Deoria,Uttar Pradesh,190,9,12.3,12.3,
91,East,NCT Delhi,93,7,12.3,,12.3
60,Pithoragarh,Uttarakhand,62,5,12.3,9.6,
220,Begusarai,Bihar,222,10,12.3,13.2,
161,Kanpur Dehat,Uttar Pradesh,163,9,12.3,12.2,
172,Kaushambi,Uttar Pradesh,174,9,12.2,13.1,
375,Baleshwar,Odisha,377,21,12.2,12.3,
273,Bishnupur,Manipur,275,14,12.1,6.3,16.8
144,Agra,Uttar Pradesh,146,9,12.1,12.1,12.2
130,Saharanpur,Uttar Pradesh,132,9,12.1,11.6,13.4
8,Bandipore,Jammu & Kashmir,9,1,12.0,11.7,
64,Nainital,Uttarakhand,66,5,12.0,12.2,11.7
90,North East,NCT Delhi,92,7,11.9,,11.9
219,Samastipur,Bihar,221,10,11.9,12.2,
425,Sagar,Madhya Pradesh,427,23,11.9,12.9,
145,Firozabad,Uttar Pradesh,147,9,11.9,12.7,10.7
121,Rajsamand,Rajasthan,123,8,11.9,12.4,
223,Banka,Bihar,225,10,11.8,11.6,
230,Buxar,Bihar,232,10,11.8,10.9,
320,Kamrup Metropolitan,Assam,322,18,11.8,,10.4
301,Barpeta,Assam,303,18,11.8,12.2,
139,Gautam Buddha Nagar,Uttar Pradesh,141,9,11.8,11.2,12.2
